student_id,gender,department,year,scholarship_rate,midterm_score,project_score,quiz_average,club_participation,library_visits,advisor_meetings,study_hours_mean,study_hours_sum,lms_logins_mean,lms_logins_sum,attendance_rate_mean,week_start_count,final_score,risk_status
S1157,F,Computer Engineering,1,50.0,72.4,67.4,79.9,Y,6,1,4.166666666666667,50.0,13.583333333333334,163.0,0.7283333333333334,12,71.43640515058468,Not_At_Risk
S1158,F,Industrial Engineering,1,0.0,85.1,49.7,92.9,N,6,1,9.025,108.3,19.833333333333332,238.0,0.7816666666666667,12,85.17183944264276,Not_At_Risk
S1159,M,Industrial Engineering,1,0.0,65.7,79.4,71.5,Y,4,2,7.116666666666667,85.4,16.416666666666668,197.0,0.745,12,97.04645496816266,Not_At_Risk
S1160,M,AI Engineering,1,0.0,56.8,61.9,71.3,N,9,5,4.375,52.5,8.416666666666666,101.0,0.7716666666666666,12,64.87343620645208,Not_At_Risk
S1161,F,Dep-Unknown,1,50.0,61.8,51.1,75.4,N,9,4,4.575,54.9,11.181818181818182,123.0,0.8341666666666666,12,57.853729568732426,At_Risk
S1162,F,Computer Engineering,1,0.0,89.5,60.3,84.0,Y,10,3,3.775,45.3,7.333333333333333,88.0,0.6833333333333332,12,75.82352378763092,Not_At_Risk
S1163,M,Industrial Engineering,1,0.0,67.0,70.9,95.0,N,4,1,6.8,81.6,15.916666666666666,191.0,0.8058333333333333,12,87.93918551958863,Not_At_Risk
S1164,F,Computer Engineering,1,75.0,100.0,38.7,86.4,N,9,1,5.3999999999999995,64.8,5.666666666666667,68.0,0.7125,12,78.85389638887708,Not_At_Risk
S1165,F,Dep-Unknown,3,0.0,58.0,67.3,72.9,Y,8,1,5.041666666666667,60.5,12.0,144.0,0.7466666666666667,12,71.08147807242244,Not_At_Risk
S1166,M,Computer Engineering,2,50.0,60.4,86.1,77.5,N,4,3,4.658333333333333,55.9,14.416666666666666,173.0,0.7141666666666667,12,75.04130369226634,Not_At_Risk
S1167,F,AI Engineering,2,0.0,46.9,72.4,71.3,N,9,1,3.716666666666667,44.6,11.166666666666666,134.0,0.7625000000000001,12,68.21501145730282,Not_At_Risk
S1168,F,Dep-Unknown,2,0.0,84.1,88.8,80.4,Y,3,0,8.716666666666667,104.6,17.083333333333332,205.0,0.7600000000000001,12,100.0,Not_At_Risk
S1169,F,AI Engineering,2,0.0,69.4,66.4,82.1,Y,4,5,7.6000000000000005,91.2,18.083333333333332,217.0,0.8716666666666667,12,84.04177062857337,Not_At_Risk
S1170,M,Computer Engineering,1,75.0,54.5,88.1,37.5,Y,11,1,3.725,44.7,8.416666666666666,101.0,0.7241666666666666,12,82.36168850547337,Not_At_Risk
S1171,F,Computer Engineering,2,100.0,62.6,53.2,71.9,Y,8,2,8.591666666666667,103.10000000000001,20.0,220.0,0.7425,12,86.94581434724395,Not_At_Risk
S1172,M,Computer Engineering,2,100.0,75.3,80.4,89.4,Y,6,1,5.25,63.0,12.333333333333334,148.0,0.6783333333333333,12,83.01742274681975,Not_At_Risk
S1173,F,Software Engineering,2,25.0,55.6,70.5,61.3,N,5,0,2.0166666666666666,24.2,2.6666666666666665,32.0,0.8266666666666667,12,51.61467769115891,At_Risk
S1174,F,Software Engineering,1,50.0,73.1,91.0,42.4,Y,4,0,6.575,78.9,14.833333333333334,178.0,0.8250000000000001,12,81.92451124364678,Not_At_Risk
S1175,F,Computer Engineering,1,0.0,81.5,66.2,69.6,Y,7,0,2.6999999999999997,32.4,7.916666666666667,95.0,0.7141666666666667,12,75.87365980226076,Not_At_Risk
S1176,M,AI Engineering,1,0.0,61.5,57.3,84.0,N,10,2,6.041666666666667,72.5,14.583333333333334,175.0,0.7525,12,80.98662319619149,Not_At_Risk
S1177,M,Computer Engineering,1,100.0,40.1,79.1,75.2,N,6,2,5.208333333333333,62.5,15.916666666666666,191.0,0.7033333333333333,12,56.579952208011186,At_Risk
S1178,M,Software Engineering,2,0.0,63.9,95.1,70.4,N,7,2,10.625,127.5,24.90909090909091,274.0,0.7999999999999999,12,100.0,Not_At_Risk
S1179,F,Industrial Engineering,2,0.0,60.4,75.3,58.0,Y,11,2,5.4750000000000005,65.7,13.0,156.0,0.875,12,70.14351317261202,Not_At_Risk
S1180,M,Industrial Engineering,1,0.0,49.3,71.3,55.7,N,5,1,6.175,74.1,14.25,171.0,0.7091666666666666,12,59.54534774150006,At_Risk
S1181,F,Industrial Engineering,4,0.0,76.8,55.0,72.4,N,8,3,6.483333333333333,77.8,20.916666666666668,251.0,0.7525,12,79.34958731059123,Not_At_Risk
S1182,M,AI Engineering,2,0.0,77.4,85.3,69.2,Y,13,2,5.8999999999999995,70.8,15.333333333333334,184.0,0.7575,12,67.4865959898201,Not_At_Risk
S1183,M,Computer Engineering,1,50.0,71.3,71.3,81.1,Y,8,4,5.9750000000000005,71.7,14.166666666666666,170.0,0.7641666666666667,12,83.57337338811683,Not_At_Risk
S1184,F,AI Engineering,1,25.0,61.5,81.8,75.7,N,10,3,7.008333333333333,84.1,20.5,246.0,0.7366666666666667,12,68.76260251535881,Not_At_Risk
S1185,F,Computer Engineering,1,100.0,70.0,74.8,60.3,Y,5,1,7.466666666666666,89.6,17.25,207.0,0.7241666666666666,12,84.52775281635533,Not_At_Risk
S1186,F,Computer Engineering,1,75.0,58.2,71.3,73.3,Y,1,1,4.783333333333333,57.4,7.75,93.0,0.7266666666666667,12,97.00471496390514,Not_At_Risk
S1187,M,Dep-Unknown,1,25.0,78.3,64.2,71.2,N,6,2,7.766666666666667,93.2,18.166666666666668,218.0,0.7558333333333334,12,94.13264982355749,Not_At_Risk
S1188,M,Computer Engineering,1,0.0,61.4,64.7,48.4,Y,6,3,6.575,78.9,11.916666666666666,143.0,0.7341666666666667,12,73.14348195881904,Not_At_Risk
S1189,F,AI Engineering,1,25.0,64.2,86.2,64.6,N,3,3,8.508333333333333,102.1,17.583333333333332,211.0,0.8616666666666667,12,83.26061131699501,Not_At_Risk
S1190,F,AI Engineering,1,50.0,65.5,86.5,70.8,N,9,2,9.091666666666667,109.1,19.166666666666668,230.0,0.7333333333333334,12,98.86261236740036,Not_At_Risk
S1191,M,Industrial Engineering,3,0.0,65.5,87.0,68.5,N,4,0,5.733333333333333,68.8,14.909090909090908,164.0,0.7758333333333334,12,99.93658789030523,Not_At_Risk
S1192,M,Software Engineering,1,50.0,52.7,71.8,74.1,N,8,1,10.533333333333333,126.4,24.5,294.0,0.7633333333333333,12,85.97880138785234,Not_At_Risk
S1193,F,AI Engineering,2,25.0,60.9,74.9,71.0,N,5,3,3.225,38.7,6.833333333333333,82.0,0.8283333333333333,12,65.4046655846795,Not_At_Risk
S1194,M,AI Engineering,1,50.0,44.0,53.1,74.4,Y,15,4,6.758333333333333,81.1,13.416666666666666,161.0,0.7758333333333334,12,63.68257299271748,Not_At_Risk
S1195,M,Software Engineering,4,25.0,71.8,69.7,72.2,Y,7,2,10.341666666666667,124.1,25.083333333333332,301.0,0.7041666666666666,12,94.12105270900682,Not_At_Risk
S1196,M,AI Engineering,1,0.0,94.0,75.9,69.7,N,1,4,9.208333333333334,110.5,23.0,253.0,0.7683333333333334,12,93.52794654416988,Not_At_Risk
S1197,M,Industrial Engineering,1,100.0,64.6,75.9,72.1,N,6,3,9.625,115.5,24.75,297.0,0.7308333333333333,12,91.49903364225132,Not_At_Risk
S1198,M,Software Engineering,4,75.0,58.4,61.4,65.3,N,10,1,5.116666666666666,61.4,12.333333333333334,148.0,0.7541666666666668,12,75.29792324175163,Not_At_Risk
S1199,F,AI Engineering,3,0.0,67.1,56.6,64.6,Y,5,2,6.425,77.1,17.083333333333332,205.0,0.695,12,70.37226411690304,Not_At_Risk
S1200,F,AI Engineering,3,100.0,83.5,86.6,71.3,Y,8,3,7.991666666666666,95.89999999999999,19.916666666666668,239.0,0.7566666666666667,12,97.01202147028364,Not_At_Risk
S1201,F,Dep-Unknown,1,25.0,88.7,84.4,43.9,N,5,2,6.291666666666667,75.5,15.166666666666666,182.0,0.8166666666666668,12,92.1074627020246,Not_At_Risk
S1202,F,Computer Engineering,1,100.0,52.3,68.7,65.2,N,4,2,4.266666666666667,51.2,8.333333333333334,100.0,0.7691666666666667,12,69.13007058557125,Not_At_Risk
S1203,M,Computer Engineering,2,75.0,77.9,86.5,60.8,N,6,2,7.433333333333334,89.2,15.0,180.0,0.7841666666666667,12,92.208596395556,Not_At_Risk
S1204,F,Industrial Engineering,4,25.0,66.5,85.2,59.2,Y,6,1,8.783333333333333,105.4,22.416666666666668,269.0,0.7566666666666667,12,89.8328600726206,Not_At_Risk
S1205,F,Computer Engineering,2,0.0,89.6,48.5,65.9,N,6,3,8.0,96.0,21.818181818181817,240.0,0.7916666666666666,12,84.21356627135216,Not_At_Risk
S1206,F,Dep-Unknown,2,0.0,65.5,70.5,52.6,N,6,4,10.0,120.0,20.25,243.0,0.8466666666666667,12,100.0,Not_At_Risk
S1207,M,Industrial Engineering,1,50.0,95.3,90.7,66.0,N,6,1,2.566666666666667,30.8,3.4166666666666665,41.0,0.7858333333333333,12,91.30969290615268,Not_At_Risk
S1208,F,Computer Engineering,2,50.0,53.2,49.7,73.0,N,8,1,5.808333333333334,69.7,15.666666666666666,188.0,0.7183333333333334,12,73.58051014088188,Not_At_Risk
S1209,F,AI Engineering,1,0.0,65.5,51.7,83.7,N,7,1,3.1833333333333336,38.2,11.666666666666666,140.0,0.8533333333333334,12,85.40922076317334,Not_At_Risk
S1210,M,Industrial Engineering,1,0.0,93.4,80.8,98.6,N,8,2,5.066666666666666,60.8,11.5,138.0,0.8016666666666666,12,89.65430308002884,Not_At_Risk
S1211,M,Software Engineering,1,100.0,66.4,90.1,46.2,Y,12,3,6.166666666666667,74.0,15.0,180.0,0.8283333333333333,12,77.59720075405653,Not_At_Risk
S1212,F,Computer Engineering,2,25.0,56.5,68.1,57.9,N,11,2,8.933333333333334,107.2,22.833333333333332,274.0,0.7799999999999999,12,87.20699363423638,Not_At_Risk
S1213,F,Dep-Unknown,1,50.0,47.6,65.4,66.0,N,4,4,7.3500000000000005,88.2,19.583333333333332,235.0,0.85,12,70.69722164192737,Not_At_Risk
S1214,M,AI Engineering,1,0.0,70.1,48.2,71.8,Y,9,2,6.375,76.5,16.333333333333332,196.0,0.7816666666666666,12,85.64887577463831,Not_At_Risk
S1215,F,Computer Engineering,2,0.0,61.8,67.8,74.7,N,8,1,6.125,73.5,12.583333333333334,151.0,0.7716666666666666,12,79.78370394897398,Not_At_Risk
S1216,M,AI Engineering,1,0.0,73.9,51.4,62.1,Club-Unknown,5,4,8.941666666666666,107.3,22.833333333333332,274.0,0.8441666666666666,12,82.85846961390965,Not_At_Risk
S1217,M,Computer Engineering,2,100.0,70.9,67.0,37.1,N,5,1,4.583333333333333,55.0,8.75,105.0,0.7533333333333333,12,76.0772204410381,Not_At_Risk
S1218,F,AI Engineering,1,0.0,49.8,90.4,83.4,Y,6,2,6.241666666666667,74.9,16.25,195.0,0.815,12,65.26905606235961,Not_At_Risk
S1219,F,AI Engineering,2,50.0,55.7,53.9,76.5,Y,10,5,7.0249999999999995,84.3,17.25,207.0,0.7358333333333333,12,75.39204156898228,Not_At_Risk
S1220,F,AI Engineering,2,0.0,65.5,68.5,79.3,Y,4,0,6.908333333333334,82.9,17.333333333333332,208.0,0.7425,12,97.24777557992002,Not_At_Risk
S1221,F,Software Engineering,1,50.0,83.5,84.1,67.2,Y,7,2,5.325,63.9,17.5,210.0,0.7475,12,88.62471864384,Not_At_Risk
S1222,F,Industrial Engineering,1,50.0,62.4,61.1,71.3,N,8,2,8.291666666666666,99.5,18.083333333333332,217.0,0.7891666666666667,12,79.14688914423408,Not_At_Risk
S1223,M,Software Engineering,1,100.0,70.6,77.7,44.0,N,10,1,9.433333333333334,113.2,22.25,267.0,0.7383333333333333,12,81.98665965216502,Not_At_Risk
S1224,F,Computer Engineering,1,0.0,52.4,83.3,56.1,N,4,4,7.05,84.6,13.272727272727273,146.0,0.8125,12,83.65860922166104,Not_At_Risk
S1225,F,Computer Engineering,4,0.0,67.2,73.1,85.5,Y,5,7,6.3,75.6,13.5,162.0,0.7866666666666666,12,91.2826999968632,Not_At_Risk
S1226,Gender-Unknown,AI Engineering,1,0.0,84.6,73.4,70.4,N,11,5,9.475,113.7,25.666666666666668,308.0,0.7666666666666666,12,100.0,Not_At_Risk
S1227,M,Industrial Engineering,3,100.0,93.0,56.6,94.3,Y,7,2,3.4916666666666667,41.9,9.583333333333334,115.0,0.7558333333333334,12,78.48003198023383,Not_At_Risk
S1228,M,AI Engineering,1,100.0,66.1,66.4,57.3,N,6,4,5.058333333333334,60.7,13.666666666666666,164.0,0.8250000000000001,12,80.31153619224784,Not_At_Risk
S1229,F,Computer Engineering,2,50.0,63.3,74.3,71.3,Y,8,3,4.541666666666667,54.5,13.666666666666666,164.0,0.7341666666666667,12,87.27873470705238,Not_At_Risk
S1230,F,AI Engineering,2,50.0,46.5,45.4,71.3,Y,8,2,3.7083333333333335,44.5,12.0,144.0,0.8525,12,73.13028088377021,Not_At_Risk
S1231,M,Computer Engineering,2,50.0,59.0,71.3,61.6,N,3,2,7.241666666666667,86.9,18.583333333333332,223.0,0.7141666666666667,12,53.56900519780696,At_Risk
S1232,F,AI Engineering,2,0.0,67.0,69.9,64.1,Y,9,1,9.225,110.7,22.083333333333332,265.0,0.8383333333333334,12,81.81694371053105,Not_At_Risk
S1233,M,Dep-Unknown,1,100.0,65.4,77.3,86.3,Y,4,2,8.883333333333333,106.6,20.916666666666668,251.0,0.7566666666666667,12,100.0,Not_At_Risk
S1234,F,Computer Engineering,1,25.0,59.5,73.2,62.7,Y,8,5,7.675,92.1,18.75,225.0,0.7333333333333334,12,83.29638976927731,Not_At_Risk
S1235,M,Dep-Unknown,4,25.0,85.8,49.3,66.5,Y,5,0,5.7749999999999995,69.3,13.916666666666666,167.0,0.7741666666666668,12,71.22256607687692,Not_At_Risk
S1236,M,AI Engineering,3,50.0,74.2,87.4,60.5,N,11,0,6.766666666666667,81.2,16.583333333333332,199.0,0.8116666666666666,12,84.63836778780833,Not_At_Risk
S1237,F,Software Engineering,4,0.0,65.5,73.4,60.8,N,9,3,4.6000000000000005,55.2,10.416666666666666,125.0,0.7766666666666667,12,72.37530051215309,Not_At_Risk
S1238,F,Computer Engineering,1,0.0,78.3,85.6,71.5,Y,4,2,8.075000000000001,96.9,17.333333333333332,208.0,0.6391666666666667,12,89.10022671138348,Not_At_Risk
S1239,F,Computer Engineering,2,75.0,67.6,63.1,66.4,N,9,2,7.8999999999999995,94.8,16.75,201.0,0.8083333333333332,12,79.54631727917115,Not_At_Risk
